"","state","name","id","ncesID","state.abb","enrollment_20","enrollment_21","enrollment_22","government_level"
"5880","CA","Savanna School District","146632","0636030","CA",2095,1949,1843,"school district"
"5881","MO","Fulton Public School District","35183","2912550","MO",2355,2227,2251,"school district"
"5882","LA","Beauregard Parish School Board","33819","2200180","LA",5866,5733,5671,"school district"
"5883","TX","Newton Independent School District","44809","4832730","TX",1047,969,964,"school district"
"5884","MS","Booneville School District","35073","2800820","MS",1290,1297,1279,"school district"
"5885","MS","Pearl River County School District","35065","2803540","MS",3321,3252,3334,"school district"
"5886","CA","Elk Grove Unified School District","146106","0612330","CA",63660,63157,62229,"school district"
"5887","CO","Rocky Ford School District R-2","32074","0806270","CO",743,719,676,"school district"
"5888","LA","Pointe Coupee Parish School Board","33847","2201260","LA",2841,2722,2589,"school district"
"5889","MO","North Kansas City School District No. 74","41399","2922800","MO",20342,19673,19875,"school district"
"5890","MS","Senatobia Municipal School District","43013","2803930","MS",1649,1676,1651,"school district"
"5891","CA","Scotts Valley Unified School District","146635","0600043","CA",2445,2237,2182,"school district"
"5892","MS","Clarksdale Municipal School District","34996","2801050","MS",2294,2237,2108,"school district"
"5893","MS","Jackson Public School District","35016","2802190","MS",22510,20401,19348,"school district"
"5894","MS","Pearl Public School District","43059","2803520","MS",4366,4035,4071,"school district"
"5895","MS","Poplarville Special Municipal Separate School District","43055","2803720","MS",1839,1719,1830,"school district"
"5896","MO","Charleston R-1 School District","35270","2908670","MO",880,831,818,"school district"
"5897","MO","Perry County School District No. 32","35284","2924530","MO",2203,2124,2179,"school district"
"5898","MS","Attala County School District","34986","2800510","MS",1046,1025,1002,"school district"
"5899","TX","Coahoma Independent School District","49417","4814490","TX",1125,1095,1086,"school district"
"5900","VT","Maple Run Unified School District","59098","5000399","VT",2738,2597,2646,"school district"
"5901","NY","Holland Patent Central School District","36297","3614580","NY",1352,1276,1279,"school district"
"5902","NY","Rotterdam-Mohonasen Central School District","36378","3600004","NY",2835,2760,2748,"school district"
"5903","AZ","Gilbert Unified School District No. 41","45751","0403400","AZ",34651,32661,33775,"school district"
"5904","LA","East Baton Rouge Parish School System","75627","2200540","LA",41291,40283,41043,"school district"
"5905","KS","Unified School District No. 458","53918","2003780","KS",2832,2905,2996,"school district"
"5906","OH","Crestview Local School District","37232","3905035","OH",822,898,914,"school district"
"5907","MN","Independent School District No. 281","34845","2731780","MN",12388,11692,11362,"school district"
"5908","MN","Northfield Public Schools Independent School District No. 659","34890","2723880","MN",4054,3988,3914,"school district"
"5909","SD","Northwest Area Schools Multi-District Educational Cooperative","52033","4651750","SD",307,321,320,"school district"
"5910","CA","Empire Union School District","146111","0612690","CA",2996,2866,2879,"school district"
"5911","GA","Haralson County Board of Education","105304","1302670","GA",3345,3275,3350,"school district"
"5912","GA","Newton County Board of Education","105336","1303930","GA",19579,18766,18785,"school district"
"5913","ND","Grafton Public School District 3","108426","3808060","ND",896,909,NA,"school district"
"5914","ND","Devils Lake Public School District No.1","108418","3805040","ND",1658,1666,1708,"school district"
"5915","ND","Wahpeton Public School District No. 37","108503","3819020","ND",1248,1215,1216,"school district"
"5916","ND","Tgu Public School District No. 60","108495","3800047","ND",341,340,347,"school district"
"5917","ND","White Shield School","108507","5900117","BI",138,160,170,"school district"
"5918","ND","Grand Forks Public School District No.1","108427","3808130","ND",7648,7567,7529,"school district"
"5919","ND","Tioga Public School District No. 15","108497","3800039","ND",491,485,481,"school district"
"5920","NE","Banner County Public Schools","108591","3100067","NE",130,151,145,"school district"
"5921","NY","Brasher Falls Central School District","36366","3627960","NY",1012,997,988,"school district"
"5922","AR","Two Rivers School District No. 10","51345","0500079","AR",872,829,807,"school district"
"5923","AR","Hackett School District No. 17","98702","0507170","AR",776,778,824,"school district"
"5924","AR","Alpena School District No.5","98628","0502280","AR",514,486,455,"school district"
"5925","AR","Batesville School District No.1","98636","0500019","AR",3414,3322,3485,"school district"
"5926","AL","Midfield City Board of Education","98626","0102350","AL",1025,1022,1011,"school district"
"5927","KY","Bell County School District","55976","2100390","KY",2672,2565,2518,"school district"
"5928","AR","Booneville School District No. 65","98646","0503450","AR",1272,1256,1312,"school district"
"5929","AR","Mcgehee School District No. 17","98745","0509630","AR",1195,1199,1150,"school district"
"5930","AR","East Poinsett County School District No. 14","98677","0500048","AR",735,639,610,"school district"
"5931","AR","Caddo Hills School District No. 28","98651","0503770","AR",586,591,580,"school district"
"5932","AR","Blevins School District No. 2","98644","0503300","AR",524,477,451,"school district"
"5933","AR","Cotter School District No. 60","98663","0504680","AR",801,778,775,"school district"
"5934","AR","Charleston School District No. 9","98658","0504200","AR",914,853,895,"school district"
"5935","AR","Dierks School District No. 2","98672","0505340","AR",543,504,516,"school district"
"5936","AR","El Dorado School District No. 15","98678","0505680","AR",4220,4150,4130,"school district"
"5937","AR","Magnet Cove School District No. 8","98735","0509190","AR",753,750,714,"school district"
"5938","AR","Berryville School District No. 27","98642","0503150","AR",1880,1868,1857,"school district"
"5939","AR","Decatur School District No. 17","98668","0504980","AR",572,572,610,"school district"
"5940","AR","Mayflower School District No. 78","98743","0509540","AR",1085,1058,992,"school district"
"5941","AR","Elkins School District No. 10","98679","0505760","AR",1290,1298,1323,"school district"
"5942","AR","Brookland School District No. 14","98648","0503640","AR",2816,2905,2975,"school district"
"5943","NY","Chautauqua Lake Central School District","36135","3600018","NY",795,747,726,"school district"
"5944","OH","South Euclid-Lyndhurst City School District","37065","3904479","OH",3367,3225,3248,"school district"
"5945","AR","Fordyce School District No. 39","98685","0506210","AR",778,770,765,"school district"
"5946","AR","Fouke School District No. 15","98688","0506360","AR",1169,1134,1147,"school district"
"5947","AR","Highland School District No. 42","98713","0507770","AR",1608,1597,1577,"school district"
"5948","AR","Gentry School District No. 19","98690","0506540","AR",1466,1444,1527,"school district"
"5949","AR","Guy-Perkins School District No. 34","98700","0507140","AR",354,316,303,"school district"
"5950","AR","Hazen School District No. 2","98709","0507530","AR",601,565,567,"school district"
"5951","AR","Greenland School District No. 95","98697","0506930","AR",753,743,712,"school district"
"5952","AR","Greenwood School District No. 25","98698","0506990","AR",3833,3793,3920,"school district"
"5953","AR","Gurdon School District No. 60","98699","0507110","AR",723,721,668,"school district"
"5954","AR","Mountain View School District No. 30","98753","0510200","AR",1643,1598,1580,"school district"
"5955","AR","Manila School District No. 15","98738","0500046","AR",1111,1050,1078,"school district"
"5956","AR","Prairie Grove School District No. 23","98776","0511760","AR",2058,2076,2140,"school district"
"5957","AR","Hector School District No. 59","98711","0507620","AR",609,623,625,"school district"
"5958","AR","Salem School District No. 30","98785","0512090","AR",841,850,850,"school district"
"5959","CA","Cambrian School District","98839","0607140","CA",3366,3172,2985,"school district"
"5960","CA","Fountain Valley School District","98862","0614220","CA",6320,6165,5998,"school district"
"5961","CA","Monson-Sultana Joint Union Elementary School District","98908","0625350","CA",463,443,447,"school district"
"5962","GA","Lincoln County Board of Education","105321","1303330","GA",1117,1136,1174,"school district"
"5963","CA","Brentwood Union School District","98831","0605910","CA",9290,9023,9124,"school district"
"5964","GA","Paulding County Board of Education","105340","1304020","GA",30496,29966,31129,"school district"
"5965","AR","Pocahontas School District No. 19","98773","0511610","AR",2122,1993,2028,"school district"
"5966","AR","Pottsville School District No. 61","98774","0511700","AR",1762,1793,1826,"school district"
"5967","AR","Prescott School District No. 14","98777","0511820","AR",916,937,934,"school district"
"5968","AR","Russellville School District No. 14","98784","0512060","AR",5439,5361,5502,"school district"
"5969","AR","Rivercrest School District No. 57","98780","0500045","AR",1149,1117,1058,"school district"
"5970","AR","Shirley School District No. 3","98788","0512420","AR",350,325,336,"school district"
"5971","AR","Mountain Pine School District No. 46","98752","0510170","AR",604,630,651,"school district"
"5972","AR","Star City School District No. 11","98796","0500028","AR",1509,1427,1416,"school district"
"5973","CA","Rincon Valley Union School District","98934","0632640","CA",3241,3096,3020,"school district"
"5974","AR","Valley Springs School District No. 2","98800","0513350","AR",885,859,862,"school district"
"5975","AR","Van Buren School District 42","98802","0513410","AR",5737,5506,5700,"school district"
"5976","AR","Vilonia School District No. 17","98803","0513530","AR",3160,3017,3060,"school district"
